Timestamps,R715,R619,B113s,Date
2018-05-03 12:54,20.22,42.57,19.74,2018/05/03
2018-05-03 13:54,22.32,47.37,21.27,2018/05/03
2018-05-03 14:54,23.84,52.51,22.81,2018/05/03
2018-05-03 15:54,25.03,57.77,24.35,2018/05/03
2018-05-03 16:54,26.95,62.65,25.89,2018/05/03
2018-05-03 17:54,28.33,66,27.43,2018/05/03
2018-05-03 18:54,30.29,70.14,28.98,2018/05/03
2018-05-03 19:54,31.64,73.3,30.54,2018/05/03
2018-05-03 20:54,32.86,76.04,32.09,2018/05/03
2018-05-03 21:54,33.65,78.79,33.65,2018/05/03
2018-05-03 22:54,34.43,81.81,35.2,2018/05/03
2018-05-03 23:54,0,---,---,2018/05/03
2018-05-04 0:54,1.44,2.64,1.43,2018/05/04
2018-05-04 1:54,2.35,5.28,2.98,2018/05/04
2018-05-04 2:54,3.05,8.43,4.54,2018/05/04
2018-05-04 3:54,4.29,11.2,6.1,2018/05/04
2018-05-04 4:54,5.07,13.88,7.67,2018/05/04
2018-05-04 5:54,6.24,16.83,9.23,2018/05/04
2018-05-04 6:54,7,19.83,10.79,2018/05/04
2018-05-04 7:54,8.13,22.47,12.35,2018/05/04
2018-05-04 8:54,9.3,25.55,13.89,2018/05/04
2018-05-04 9:54,10.49,28.41,15.44,2018/05/04
2018-05-04 10:54,11.63,31.36,16.98,2018/05/04
2018-05-04 11:54,13.06,34.74,18.51,2018/05/04
2018-05-04 12:54,14.19,38.14,20.05,2018/05/04
2018-05-04 13:54,15.35,41.87,21.58,2018/05/04
2018-05-04 14:54,16.31,45.06,23.12,2018/05/04
2018-05-04 15:54,17.83,49.13,24.65,2018/05/04
2018-05-04 16:54,19.14,52.2,26.19,2018/05/04
2018-05-04 17:54,20.24,56.42,27.73,2018/05/04
2018-05-04 18:54,21.53,60.48,29.28,2018/05/04
2018-05-04 19:54,23.93,63.76,30.82,2018/05/04
2018-05-04 20:54,25.46,67.06,32.37,2018/05/04
2018-05-04 21:54,26.74,70.05,33.92,2018/05/04
2018-05-04 22:54,27.99,73.73,35.47,2018/05/04
2018-05-04 23:54,0,---,---,2018/05/04
2018-05-05 0:54,1.42,2.96,1.42,2018/05/05
2018-05-05 1:54,3.14,6.57,2.98,2018/05/05
2018-05-05 2:54,3.93,10.65,4.54,2018/05/05
2018-05-05 3:54,5.1,13.84,6.1,2018/05/05
2018-05-05 4:54,6.33,16.57,7.66,2018/05/05
2018-05-05 5:54,7.58,20.5,9.22,2018/05/05
2018-05-05 6:54,8.81,23.68,10.78,2018/05/05
2018-05-05 7:54,10.06,27.52,12.34,2018/05/05
2018-05-05 8:54,11.29,30.48,13.89,2018/05/05
2018-05-05 9:54,12.48,33.32,15.43,2018/05/05
2018-05-05 10:54,13.73,36.7,16.97,2018/05/05
2018-05-05 11:54,14.86,39.52,18.5,2018/05/05
2018-05-05 12:54,16.14,43.07,20.03,2018/05/05
2018-05-05 13:54,17.32,47.36,21.56,2018/05/05
2018-05-05 14:54,19.26,53.18,23.1,2018/05/05
2018-05-05 15:54,20.6,59.08,24.64,2018/05/05
2018-05-05 16:54,21.87,64.97,26.17,2018/05/05
2018-05-05 17:54,23.74,70.81,27.71,2018/05/05
2018-05-05 18:54,24.89,76.58,29.25,2018/05/05
2018-05-05 19:54,26.23,82.29,30.79,2018/05/05
2018-05-05 20:54,27.49,86.92,32.33,2018/05/05
2018-05-05 21:54,28.57,88.63,33.88,2018/05/05
2018-05-05 22:54,29.92,90.34,35.43,2018/05/05
2018-05-05 23:54,0,---,0,2018/05/05
2018-05-06 0:54,1.22,1.56,1.55,2018/05/06
2018-05-06 1:54,2.45,3.25,3.1,2018/05/06
2018-05-06 2:54,3.73,4.95,4.66,2018/05/06
2018-05-06 3:54,4.87,6.66,6.21,2018/05/06
2018-05-06 4:54,6.1,8.36,7.78,2018/05/06
2018-05-06 5:54,7.34,10.07,9.34,2018/05/06
2018-05-06 6:54,8.58,11.76,10.89,2018/05/06
2018-05-06 7:54,9.84,13.45,12.45,2018/05/06
2018-05-06 8:54,11.13,15.13,13.99,2018/05/06
2018-05-06 9:54,12.29,16.81,15.54,2018/05/06
2018-05-06 10:54,14.13,18.47,17.19,2018/05/06
2018-05-06 11:54,15.39,20.11,18.99,2018/05/06
2018-05-06 12:54,16.66,25.79,20.56,2018/05/06
2018-05-06 13:54,18.04,32.01,22.09,2018/05/06
2018-05-06 14:54,20.01,37.81,23.63,2018/05/06
2018-05-06 15:54,22.6,43.63,25.16,2018/05/06
2018-05-06 16:54,24.32,49.41,26.7,2018/05/06
2018-05-06 17:54,26.85,53.85,28.23,2018/05/06
2018-05-06 18:54,28.12,58.12,29.76,2018/05/06
2018-05-06 19:54,29.49,62.24,31.28,2018/05/06
2018-05-06 20:54,31.27,66.54,32.81,2018/05/06
2018-05-06 21:54,32.47,69.74,34.34,2018/05/06
2018-05-06 22:54,33.82,73.87,35.86,2018/05/06
2018-05-06 23:54,0,0,0,2018/05/06
2018-05-07 0:54,1.21,4.24,1.54,2018/05/07
2018-05-07 1:54,2.6,7.39,3.08,2018/05/07
2018-05-07 2:54,3.75,11.68,4.62,2018/05/07
2018-05-07 3:54,5.73,16,6.16,2018/05/07
2018-05-07 4:54,7.03,19.03,7.71,2018/05/07
2018-05-07 5:54,8.28,23.08,9.25,2018/05/07
2018-05-07 6:54,9.61,27.18,10.79,2018/05/07
2018-05-07 7:54,10.95,30.58,12.33,2018/05/07
2018-05-07 8:54,12.76,34.42,13.84,2018/05/07
2018-05-07 9:54,14.12,37.85,15.37,2018/05/07
2018-05-07 10:54,15.41,42.34,16.91,2018/05/07
2018-05-07 11:54,17.56,46.01,18.45,2018/05/07
2018-05-07 12:54,19.63,51.93,19.99,2018/05/07
2018-05-07 13:54,22.21,57.01,21.51,2018/05/07
2018-05-07 14:54,24.13,62.88,23.02,2018/05/07
2018-05-07 15:54,26.19,68.73,24.54,2018/05/07
2018-05-07 16:54,28.67,74.58,26.06,2018/05/07
2018-05-07 17:54,31.68,80.42,27.58,2018/05/07
2018-05-07 18:54,33.46,86.22,29.1,2018/05/07
2018-05-07 19:54,35.41,92.03,30.62,2018/05/07
2018-05-07 20:54,36.73,96.37,32.14,2018/05/07
2018-05-07 21:54,38.04,99.98,33.66,2018/05/07
2018-05-07 22:54,39.84,104.2,35.18,2018/05/07
2018-05-07 23:54,---,0,0,2018/05/07
2018-05-08 0:54,1.17,4.04,1.53,2018/05/08
2018-05-08 1:54,3.11,7.83,3.05,2018/05/08
2018-05-08 2:54,4.38,11.79,4.59,2018/05/08
2018-05-08 3:54,5.68,15.55,6.12,2018/05/08
2018-05-08 4:54,7.48,19.87,7.66,2018/05/08
2018-05-08 5:54,8.86,23.6,9.19,2018/05/08
2018-05-08 6:54,10.15,28.01,10.73,2018/05/08
2018-05-08 7:54,11.49,31.31,12.25,2018/05/08
2018-05-08 8:54,13.1,35.67,13.77,2018/05/08
2018-05-08 9:54,14.42,39,15.4,2018/05/08
2018-05-08 10:54,15.8,43.51,17.12,2018/05/08
2018-05-08 11:54,18.5,45.99,18.67,2018/05/08
2018-05-08 12:54,21.89,49.69,20.22,2018/05/08
2018-05-08 13:54,23.62,54.87,21.77,2018/05/08
2018-05-08 14:54,25.37,59.54,23.32,2018/05/08
2018-05-08 15:54,27.22,64.2,24.88,2018/05/08
2018-05-08 16:54,28.93,68.43,26.43,2018/05/08
2018-05-08 17:54,30.16,71.85,27.99,2018/05/08
2018-05-08 18:54,31.86,75.4,29.55,2018/05/08
2018-05-08 19:54,33.13,78.51,31.11,2018/05/08
2018-05-08 20:54,34.29,81.55,32.65,2018/05/08
2018-05-08 21:54,35.59,84.84,34.19,2018/05/08
2018-05-08 22:54,36.94,87.46,35.74,2018/05/08
2018-05-08 23:54,---,0,0,2018/05/08
2018-05-09 0:54,1.97,3.05,1.55,2018/05/09
2018-05-09 1:54,3.28,6.33,3.1,2018/05/09
2018-05-09 2:54,4.57,9.23,4.66,2018/05/09
2018-05-09 3:54,5.86,12.17,6.21,2018/05/09
2018-05-09 4:54,7.05,14.91,7.79,2018/05/09
2018-05-09 5:54,8.36,18.31,9.35,2018/05/09
2018-05-09 6:54,9.54,21.08,10.9,2018/05/09
2018-05-09 7:54,10.9,24.62,12.44,2018/05/09
2018-05-09 8:54,12.03,27.54,13.98,2018/05/09
2018-05-09 9:54,13.25,30.31,15.57,2018/05/09
2018-05-09 10:54,14.61,34.1,17.37,2018/05/09
2018-05-09 11:54,15.76,38.23,19.16,2018/05/09
2018-05-09 12:54,16.88,43.46,20.81,2018/05/09
2018-05-09 13:54,18.03,49.05,22.35,2018/05/09
2018-05-09 14:54,19.68,54.6,23.88,2018/05/09
2018-05-09 15:54,21.31,60.21,25.41,2018/05/09
2018-05-09 16:54,22.35,65.8,26.94,2018/05/09
2018-05-09 17:54,23.54,71.53,28.48,2018/05/09
2018-05-09 18:54,24.22,75.64,30.02,2018/05/09
2018-05-09 19:54,25.45,79.88,31.56,2018/05/09
2018-05-09 20:54,26.65,83.31,33.1,2018/05/09
2018-05-09 21:54,27.74,87.16,34.65,2018/05/09
2018-05-09 22:54,28.95,91.15,36.2,2018/05/09
2018-05-09 23:54,---,0,0,2018/05/09
2018-05-10 0:54,0.73,3.63,1.56,2018/05/10
2018-05-10 1:54,1.93,7.3,3.11,2018/05/10
2018-05-10 2:54,3.13,10.88,4.67,2018/05/10
2018-05-10 3:54,4.21,14.58,6.23,2018/05/10
2018-05-10 4:54,5.09,18.42,7.79,2018/05/10
2018-05-10 5:54,6.2,22.28,9.35,2018/05/10
2018-05-10 6:54,7.36,26.12,10.91,2018/05/10
2018-05-10 7:54,8.61,29.68,12.46,2018/05/10
2018-05-10 8:54,9.7,33.04,14,2018/05/10
2018-05-10 9:54,10.94,38.28,15.62,2018/05/10
2018-05-10 10:54,11.96,44.58,17.27,2018/05/10
2018-05-10 11:54,12.72,49.16,18.8,2018/05/10
2018-05-10 12:54,13.94,53.7,20.34,2018/05/10
2018-05-10 13:54,15.24,57.71,21.87,2018/05/10
2018-05-10 14:54,16.37,62.51,23.4,2018/05/10
2018-05-10 15:54,17.56,68.03,24.93,2018/05/10
2018-05-10 16:54,19.2,72.38,26.46,2018/05/10
2018-05-10 17:54,20.44,78.6,28,2018/05/10
2018-05-10 18:54,21.63,82.7,29.54,2018/05/10
2018-05-10 19:54,22.77,86.4,31.08,2018/05/10
2018-05-10 20:54,23.94,89.8,32.62,2018/05/10
2018-05-10 21:54,25.08,93.5,34.18,2018/05/10
2018-05-10 22:54,26.31,96.46,35.73,2018/05/10
2018-05-10 23:54,0,0,0,2018/05/10
2018-05-11 0:54,1.21,3.12,1.55,2018/05/11
2018-05-11 1:54,2.32,6.32,3.1,2018/05/11
2018-05-11 2:54,3.59,9.46,4.66,2018/05/11
2018-05-11 3:54,4.43,11.24,5.44,2018/05/11
2018-05-11 4:54,6.01,16.33,7.78,2018/05/11
2018-05-11 5:54,7.16,19.62,9.33,2018/05/11
2018-05-11 6:54,8.36,23.42,10.89,2018/05/11
2018-05-11 7:54,9.63,26.27,12.43,2018/05/11
2018-05-11 8:54,10.83,29.72,13.97,2018/05/11
2018-05-11 9:54,11.96,33.84,15.5,2018/05/11
2018-05-11 10:54,13.32,39.47,17.03,2018/05/11
2018-05-11 11:54,14.54,45.12,18.56,2018/05/11
2018-05-11 12:54,15.98,50.71,20.1,2018/05/11
2018-05-11 13:54,17.26,53.68,21.64,2018/05/11
2018-05-11 14:54,18.75,57.8,23.17,2018/05/11
2018-05-11 15:54,20.04,61.88,24.7,2018/05/11
2018-05-11 16:54,21.43,66.78,26.23,2018/05/11
2018-05-11 17:54,22.83,71.18,27.77,2018/05/11
2018-05-11 18:54,24.02,75.61,29.31,2018/05/11
2018-05-11 19:54,25.87,79.95,30.85,2018/05/11
2018-05-11 20:54,27.34,83.69,32.39,2018/05/11
2018-05-11 21:54,28.65,86.95,33.94,2018/05/11
2018-05-11 22:54,29.95,90.21,35.5,2018/05/11
2018-05-11 23:54,0,0,0,2018/05/11
2018-05-12 0:54,1.48,3.15,1.56,2018/05/12
2018-05-12 1:54,2.93,6.73,3.12,2018/05/12
2018-05-12 2:54,4.25,10.11,4.68,2018/05/12
2018-05-12 3:54,5.49,13.3,6.24,2018/05/12
2018-05-12 4:54,6.82,17.19,7.81,2018/05/12
2018-05-12 5:54,8.46,20.47,9.38,2018/05/12
2018-05-12 6:54,9.61,23.81,10.94,2018/05/12
2018-05-12 7:54,11.22,27.42,12.5,2018/05/12
2018-05-12 8:54,12.57,30.78,14.06,2018/05/12
2018-05-12 9:54,13.93,34.37,15.6,2018/05/12
2018-05-12 10:54,15.24,37.67,17.37,2018/05/12
2018-05-12 11:54,16.59,41.31,19.12,2018/05/12
2018-05-12 12:54,18.19,44.8,20.66,2018/05/12
2018-05-12 13:54,19.91,48.89,22.2,2018/05/12
2018-05-12 14:54,21.4,53.3,23.75,2018/05/12
2018-05-12 15:54,22.97,58.6,25.17,2018/05/12
2018-05-12 16:54,25.02,62.67,26.74,2018/05/12
2018-05-12 17:54,26.36,66.53,28.29,2018/05/12
2018-05-12 18:54,27.89,69.86,29.84,2018/05/12
2018-05-12 19:54,29.19,73.19,31.39,2018/05/12
2018-05-12 20:54,30.77,77.02,32.94,2018/05/12
2018-05-12 21:54,32.59,80.45,34.5,2018/05/12
2018-05-12 22:54,33.93,83.8,36.06,2018/05/12
2018-05-12 23:54,0,0,---,2018/05/12
2018-05-13 0:54,1.32,3.49,1.44,2018/05/13
2018-05-13 1:54,2.71,6.79,3,2018/05/13
2018-05-13 2:54,4.14,10.48,4.56,2018/05/13
2018-05-13 3:54,5.51,13.89,6.13,2018/05/13
2018-05-13 4:54,6.74,17.16,7.69,2018/05/13
2018-05-13 5:54,8.4,20.75,9.26,2018/05/13
2018-05-13 6:54,9.14,22.21,10.05,2018/05/13
2018-05-13 7:54,11.41,27.6,12.39,2018/05/13
2018-05-13 8:54,12.8,31.34,13.94,2018/05/13
2018-05-13 9:54,14.22,35.96,15.49,2018/05/13
2018-05-13 10:54,15.7,41.25,17.04,2018/05/13
2018-05-13 11:54,17.7,46.26,18.58,2018/05/13
2018-05-13 12:54,19.14,51.56,20.11,2018/05/13
2018-05-13 13:54,20.71,56.76,21.65,2018/05/13
2018-05-13 14:54,22.95,61.28,23.18,2018/05/13
2018-05-13 15:54,24.3,67.24,24.72,2018/05/13
2018-05-13 16:54,26.32,72.54,26.26,2018/05/13
2018-05-13 17:54,27.98,77.58,27.8,2018/05/13
2018-05-13 18:54,29.25,81.76,29.33,2018/05/13
2018-05-13 19:54,31.13,85.91,30.87,2018/05/13
2018-05-13 20:54,32.49,90.06,32.41,2018/05/13
2018-05-13 21:54,34.05,94.48,33.95,2018/05/13
2018-05-13 22:54,35.69,99.59,35.49,2018/05/13
2018-05-13 23:54,0,---,---,2018/05/13
2018-05-14 0:54,1.85,5.35,1.42,2018/05/14
2018-05-14 1:54,3.18,10.06,2.98,2018/05/14
2018-05-14 2:54,4.39,14.07,4.54,2018/05/14
2018-05-14 3:54,6.18,17.69,6.1,2018/05/14
2018-05-14 4:54,7.59,21.41,7.66,2018/05/14
2018-05-14 5:54,8.91,25.08,9.22,2018/05/14
2018-05-14 6:54,10.38,28.61,10.78,2018/05/14
2018-05-14 7:54,11.16,30.35,11.56,2018/05/14
2018-05-14 8:54,13.38,35.76,13.87,2018/05/14
2018-05-14 9:54,14.66,39.49,15.51,2018/05/14
2018-05-14 10:54,16.74,44.3,17.18,2018/05/14
2018-05-14 11:54,18.27,50.13,18.73,2018/05/14
2018-05-14 12:54,20.67,55.94,20.27,2018/05/14
2018-05-14 13:54,22.49,61.83,21.82,2018/05/14
2018-05-14 14:54,25.62,68.17,23.36,2018/05/14
2018-05-14 15:54,27.83,74.1,24.9,2018/05/14
2018-05-14 16:54,29.85,79.98,26.45,2018/05/14
2018-05-14 17:54,31.61,85.86,28,2018/05/14
2018-05-14 18:54,33.48,92.23,29.55,2018/05/14
2018-05-14 19:54,34.68,97.98,31.11,2018/05/14
2018-05-14 20:54,36.4,103.68,32.66,2018/05/14
2018-05-14 21:54,37.81,109.1,34.2,2018/05/14
2018-05-14 22:54,39.3,112.71,35.74,2018/05/14
2018-05-14 23:54,0,---,---,2018/05/14
2018-05-15 0:54,1.3,1.54,1.42,2018/05/15
2018-05-15 1:54,3.22,3.21,2.97,2018/05/15
2018-05-15 2:54,4.57,4.88,4.52,2018/05/15
2018-05-15 3:54,6.26,6.55,6.07,2018/05/15
2018-05-15 4:54,7.7,8.22,7.62,2018/05/15
2018-05-15 5:54,9.02,9.89,9.17,2018/05/15
2018-05-15 6:54,10.68,11.56,10.72,2018/05/15
2018-05-15 7:54,12.2,13.2,12.27,2018/05/15
2018-05-15 8:54,13.61,14.84,13.8,2018/05/15
2018-05-15 9:54,15.65,16.48,15.33,2018/05/15
2018-05-15 10:54,17.13,18.12,16.87,2018/05/15
2018-05-15 11:54,19.16,22.33,18.4,2018/05/15
2018-05-15 12:54,20.72,28.76,19.93,2018/05/15
2018-05-15 13:54,22.7,35.21,21.46,2018/05/15
2018-05-15 14:54,24.1,38.52,22.22,2018/05/15
2018-05-15 15:54,27.96,48.42,24.53,2018/05/15
2018-05-15 16:54,29.92,54.6,26.07,2018/05/15
2018-05-15 17:54,32.16,60.52,27.63,2018/05/15
2018-05-15 18:54,34.21,66.51,29.18,2018/05/15
2018-05-15 19:54,36.09,72.58,30.73,2018/05/15
2018-05-15 20:54,38.48,76.58,32.27,2018/05/15
2018-05-15 21:54,39.82,80.03,33.81,2018/05/15
2018-05-15 22:54,41.48,83.17,35.36,2018/05/15
2018-05-15 23:54,0,---,0,2018/05/15
2018-05-16 0:54,1.32,3,1.54,2018/05/16
2018-05-16 1:54,3.2,5.82,3.09,2018/05/16
2018-05-16 2:54,4.7,8.92,4.64,2018/05/16
2018-05-16 3:54,6.64,12.31,6.19,2018/05/16
2018-05-16 4:54,8.12,15.55,7.74,2018/05/16
2018-05-16 5:54,10.06,18.48,9.29,2018/05/16
2018-05-16 6:54,11.48,21.84,10.83,2018/05/16
2018-05-16 7:54,13.5,25.27,12.37,2018/05/16
2018-05-16 8:54,14.94,28.67,13.9,2018/05/16
2018-05-16 9:54,17.1,31.91,15.59,2018/05/16
2018-05-16 10:54,18.84,34.96,17.53,2018/05/16
2018-05-16 11:54,20.93,40.69,19.19,2018/05/16
2018-05-16 12:54,23.13,46.62,20.85,2018/05/16
2018-05-16 13:54,24.88,52.04,22.5,2018/05/16
2018-05-16 14:54,27.11,58.02,24.16,2018/05/16
2018-05-16 15:54,28.77,63.95,25.82,2018/05/16
2018-05-16 16:54,30.84,69.25,27.48,2018/05/16
2018-05-16 17:54,32.51,73.82,29.13,2018/05/16
2018-05-16 18:54,34.52,79.68,30.79,2018/05/16
2018-05-16 19:54,36.43,84.21,32.45,2018/05/16
2018-05-16 20:54,38.03,90.36,34.11,2018/05/16
2018-05-16 21:54,39.72,95.9,35.76,2018/05/16
2018-05-16 22:54,41.48,98.75,37.42,2018/05/16
2018-05-16 23:54,0,0,0,2018/05/16
2018-05-17 0:54,1.44,3.76,1.67,2018/05/17
2018-05-17 1:54,3.47,6.71,3.33,2018/05/17
2018-05-17 2:54,4.85,9.9,4.99,2018/05/17
2018-05-17 3:54,6.91,13.19,6.66,2018/05/17
2018-05-17 4:54,8.33,16.5,8.33,2018/05/17
2018-05-17 5:54,10.32,19.87,10.01,2018/05/17
2018-05-17 6:54,11.9,23.19,11.67,2018/05/17
2018-05-17 7:54,13.88,26.56,13.33,2018/05/17
2018-05-17 8:54,15.79,29.95,14.99,2018/05/17
2018-05-17 9:54,17.47,34.53,16.65,2018/05/17
2018-05-17 10:54,20.19,40.44,18.42,2018/05/17
2018-05-17 11:54,21.97,45.5,20.26,2018/05/17
2018-05-17 12:54,25.09,51.29,21.94,2018/05/17
2018-05-17 13:54,27.09,57.38,23.61,2018/05/17
2018-05-17 14:54,29.82,63.27,25.4,2018/05/17
2018-05-17 15:54,32.22,69.14,27.36,2018/05/17
2018-05-17 16:54,34.11,75.02,29.28,2018/05/17
2018-05-17 17:54,36.63,80.91,31.2,2018/05/17
2018-05-17 18:54,38.31,86.75,32.82,2018/05/17
2018-05-17 19:54,40.29,90.49,34.42,2018/05/17
2018-05-17 20:54,42.15,94.56,36.03,2018/05/17
2018-05-17 21:54,44.09,98.28,37.64,2018/05/17
2018-05-17 22:54,45.73,101.4,39.24,2018/05/17
2018-05-17 23:54,0,0,0,2018/05/17
2018-05-18 0:54,1.37,3.14,1.61,2018/05/18
2018-05-18 1:54,3.41,6.41,3.21,2018/05/18
2018-05-18 2:54,4.81,9.71,4.82,2018/05/18
2018-05-18 3:54,6.83,12.98,6.43,2018/05/18
2018-05-18 4:54,8.16,15.97,8.04,2018/05/18
2018-05-18 5:54,10.11,19.24,9.65,2018/05/18
2018-05-18 6:54,11.5,22.25,11.26,2018/05/18
2018-05-18 7:54,13.48,25.61,12.87,2018/05/18
2018-05-18 8:54,15.07,28.95,14.49,2018/05/18
2018-05-18 9:54,17.08,32,16.09,2018/05/18
2018-05-18 10:54,19.23,35.4,17.94,2018/05/18
2018-05-18 11:54,21.27,39.39,19.93,2018/05/18
2018-05-18 12:54,23.26,44.14,21.91,2018/05/18
2018-05-18 13:54,25.42,48.5,23.76,2018/05/18
2018-05-18 14:54,28.35,53.7,25.56,2018/05/18
2018-05-18 15:54,30.59,59.74,27.56,2018/05/18
2018-05-18 16:54,33.2,65.76,29.59,2018/05/18
2018-05-18 17:54,34.73,71.75,31.61,2018/05/18
2018-05-18 18:54,37.05,77.73,33.3,2018/05/18
2018-05-18 19:54,38.62,83.64,34.94,2018/05/18
2018-05-18 20:54,40.88,89.54,36.56,2018/05/18
2018-05-18 21:54,42.33,95.16,38.17,2018/05/18
2018-05-18 22:54,44.61,100.48,39.79,2018/05/18
2018-05-18 23:54,0,0,0,2018/05/18
2018-05-19 0:54,2.11,3.04,1.62,2018/05/19
2018-05-19 1:54,3.53,6.29,3.24,2018/05/19
2018-05-19 2:54,5.67,9.81,4.86,2018/05/19
2018-05-19 3:54,7.06,13.52,6.48,2018/05/19
2018-05-19 4:54,9.21,16.86,8.11,2018/05/19
2018-05-19 5:54,10.54,20.33,9.74,2018/05/19
2018-05-19 6:54,12.8,23.41,11.37,2018/05/19
2018-05-19 7:54,14.2,27.26,13,2018/05/19
2018-05-19 8:54,16.27,30.53,14.62,2018/05/19
2018-05-19 9:54,17.96,33.71,16.24,2018/05/19
2018-05-19 10:54,20.29,37.81,17.86,2018/05/19
2018-05-19 11:54,21.93,41.08,19.48,2018/05/19
2018-05-19 12:54,24.64,44.48,21.12,2018/05/19
2018-05-19 13:54,26.7,50.32,22.74,2018/05/19
2018-05-19 14:54,28.58,53.56,24.37,2018/05/19
2018-05-19 15:54,30.85,56.72,26.01,2018/05/19
2018-05-19 16:54,32.88,60,27.65,2018/05/19
2018-05-19 17:54,34.74,63.28,29.29,2018/05/19
2018-05-19 18:54,36.93,66.93,30.93,2018/05/19
2018-05-19 19:54,38.69,71.19,32.58,2018/05/19
2018-05-19 20:54,40.63,75.25,34.21,2018/05/19
2018-05-19 21:54,42.74,79.28,35.84,2018/05/19
2018-05-19 22:54,44.29,83.01,37.48,2018/05/19
2018-05-19 23:54,0,0,0,2018/05/19
2018-05-20 0:54,1.37,3.8,1.63,2018/05/20
2018-05-20 1:54,3.64,7.34,3.27,2018/05/20
2018-05-20 2:54,5.86,11.34,4.9,2018/05/20
2018-05-20 3:54,7.3,14.9,6.54,2018/05/20
2018-05-20 4:54,9.24,18.4,8.19,2018/05/20
2018-05-20 5:54,11.01,22.35,9.82,2018/05/20
2018-05-20 6:54,13.2,26.03,11.45,2018/05/20
2018-05-20 7:54,14.56,29.55,13.08,2018/05/20
2018-05-20 8:54,16.8,33.41,14.69,2018/05/20
2018-05-20 9:54,19.08,37.34,16.39,2018/05/20
2018-05-20 10:54,20.53,40.92,18.32,2018/05/20
2018-05-20 11:54,23.09,44.68,20.23,2018/05/20
2018-05-20 12:54,25.51,48.78,22.28,2018/05/20
2018-05-20 13:54,27.28,52.58,24.13,2018/05/20
2018-05-20 14:54,29.76,56.59,25.75,2018/05/20
2018-05-20 15:54,31.8,60.02,27.36,2018/05/20
2018-05-20 16:54,33.95,63.36,28.99,2018/05/20
2018-05-20 17:54,36.29,67.04,30.63,2018/05/20
2018-05-20 18:54,38.54,70.58,32.26,2018/05/20
2018-05-20 19:54,40.47,73.8,33.87,2018/05/20
2018-05-20 20:54,42.53,77.26,35.49,2018/05/20
2018-05-20 21:54,44.36,81.05,37.11,2018/05/20
2018-05-20 22:54,46.71,84.59,38.73,2018/05/20
2018-05-20 23:54,---,0,0,2018/05/20
2018-05-21 0:54,1.64,3.43,1.63,2018/05/21
2018-05-21 1:54,3.65,6.66,3.25,2018/05/21
2018-05-21 2:54,5.72,9.98,4.88,2018/05/21
2018-05-21 3:54,7.25,13.63,6.51,2018/05/21
2018-05-21 4:54,9.33,16.95,8.15,2018/05/21
2018-05-21 5:54,11.19,20.18,9.78,2018/05/21
2018-05-21 6:54,12.93,23.45,11.41,2018/05/21
2018-05-21 7:54,15.06,27.06,13.03,2018/05/21
2018-05-21 8:54,16.93,30.63,14.65,2018/05/21
2018-05-21 9:54,18.74,34.01,16.29,2018/05/21
2018-05-21 10:54,21.09,38.2,17.91,2018/05/21
2018-05-21 11:54,23.23,42.49,19.53,2018/05/21
2018-05-21 12:54,24.9,45.86,21.17,2018/05/21
2018-05-21 13:54,27.5,50.82,22.79,2018/05/21
2018-05-21 14:54,31.21,55.32,24.42,2018/05/21
2018-05-21 15:54,34.88,59.22,26.05,2018/05/21
2018-05-21 16:54,37.01,62.89,27.68,2018/05/21
2018-05-21 17:54,39.94,66.76,29.32,2018/05/21
2018-05-21 18:54,42.73,70.35,30.96,2018/05/21
2018-05-21 19:54,44.15,74.15,32.61,2018/05/21
2018-05-21 20:54,46.31,77.74,34.24,2018/05/21
2018-05-21 21:54,47.66,81.41,35.87,2018/05/21
2018-05-21 22:54,49.65,84.94,37.49,2018/05/21
2018-05-21 23:54,---,0,0,2018/05/21
2018-05-22 0:54,1.77,3.49,1.62,2018/05/22
2018-05-22 1:54,3.2,6.69,3.24,2018/05/22
2018-05-22 2:54,5.35,10,4.87,2018/05/22
2018-05-22 3:54,6.76,13.37,6.5,2018/05/22
2018-05-22 4:54,8.83,16.92,8.13,2018/05/22
2018-05-22 5:54,10.42,20.3,9.76,2018/05/22
2018-05-22 6:54,12.65,23.9,11.39,2018/05/22
2018-05-22 7:54,14.1,27.45,13.01,2018/05/22
2018-05-22 8:54,16.48,30.94,14.63,2018/05/22
2018-05-22 9:54,18.27,34.46,16.26,2018/05/22
2018-05-22 10:54,20.56,37.91,18.05,2018/05/22
2018-05-22 11:54,21.79,39.44,18.86,2018/05/22
2018-05-22 12:54,23.28,42.84,20.74,2018/05/22
2018-05-22 13:54,26.5,46.32,22.35,2018/05/22
2018-05-22 14:54,30.9,50.68,23.94,2018/05/22
2018-05-22 15:54,34.22,55.33,25.54,2018/05/22
2018-05-22 16:54,39.97,62.43,28.27,2018/05/22
2018-05-22 17:54,42.53,66.14,29.87,2018/05/22
2018-05-22 18:54,44.76,69.79,31.47,2018/05/22
2018-05-22 19:54,46.75,73.1,33.07,2018/05/22
2018-05-22 20:54,48.43,76.37,34.67,2018/05/22
2018-05-22 21:54,50.08,80.87,36.26,2018/05/22
2018-05-22 22:54,52.45,85.59,37.87,2018/05/22
2018-05-22 23:54,---,0,0,2018/05/22
2018-05-23 0:54,1.69,3.27,1.6,2018/05/23
2018-05-23 1:54,3.37,6.56,3.21,2018/05/23
